Feature,Normalized.Dispersion
GRCh38_ENSG00000121766,-0.03235282511422865
GRCh38_ENSG00000121769,nan
GRCh38_ENSG00000168528,0.18999912344549516
GRCh38_ENSG00000162517,-1.6809864711051028
GRCh38_ENSG00000235790,1.895167678577104
GRCh38_ENSG00000264078,-0.6076853667042571
GRCh38_ENSG00000084636,nan
GRCh38_ENSG00000121753,81.56438438398335
GRCh38_ENSG00000254545,nan
GRCh38_ENSG00000134668,59.279172748858734
GRCh38_ENSG00000203620,nan
GRCh38_ENSG00000269967,-0.15006364734658645
GRCh38_ENSG00000184007,0.7736650551058735
GRCh38_ENSG00000228634,nan
GRCh38_ENSG00000121774,-0.8191597849168133
GRCh38_ENSG00000203325,0.9779333208570409
GRCh38_ENSG00000121775,-0.4376175882057077
GRCh38_ENSG00000025800,-1.212552567379498
GRCh38_ENSG00000084652,-0.9612558731804124
GRCh38_ENSG00000160050,0.18122884514790805
GRCh38_ENSG00000224066,-0.4966234222130384
GRCh38_ENSG00000160051,-0.32743531238279555
GRCh38_ENSG00000222046,nan
GRCh38_ENSG00000160055,-1.082310022295454
GRCh38_ENSG00000084623,-1.671142886082973
GRCh38_ENSG00000183615,0.7816496712785477
GRCh38_ENSG00000182866,2.569453865319481
GRCh38_ENSG00000116478,-0.7877243284997549
GRCh38_ENSG00000175130,1.9527166727947807
GRCh38_ENSG00000225828,8.337386058630093
GRCh38_ENSG00000160058,1.7045871811710671
GRCh38_ENSG00000273274,5.995025929053055
GRCh38_ENSG00000160062,1.7634165720742094
GRCh38_ENSG00000176261,-1.00767829203651
GRCh38_ENSG00000162521,0.28717226880521307
GRCh38_ENSG00000162520,0.32496352061004885
GRCh38_ENSG00000162522,-2.10809931451647
GRCh38_ENSG00000134684,-0.37050617551512977
GRCh38_ENSG00000116497,0.6760517223270119
GRCh38_ENSG00000160097,nan
GRCh38_ENSG00000116514,-1.0260914922589726
GRCh38_ENSG00000236065,nan
GRCh38_ENSG00000004455,-0.3866884609753517
GRCh38_ENSG00000142920,-0.9405353968704705
GRCh38_ENSG00000116525,-1.2311790242774832
GRCh38_ENSG00000284721,2.7573091360842272
GRCh38_ENSG00000160094,-0.187453708603922
GRCh38_ENSG00000134686,-1.9245121494188306
GRCh38_ENSG00000121903,-1.1703632102692623
GRCh38_ENSG00000121904,nan
GRCh38_ENSG00000163866,2.355848846427419
GRCh38_ENSG00000187513,nan
GRCh38_ENSG00000116544,-1.17142164230251
GRCh38_ENSG00000284773,5.826362338815137
GRCh38_ENSG00000271741,-1.1391249358001858
GRCh38_ENSG00000163867,0.9786453823272578
GRCh38_ENSG00000197056,-0.37327284926863036
GRCh38_ENSG00000116560,-0.05540737321771259
GRCh38_ENSG00000146463,0.7075052214796446
GRCh38_ENSG00000142687,1.1918216521692693
GRCh38_ENSG00000020129,-0.24425788810218654
GRCh38_ENSG00000239636,0.29229203498594014
GRCh38_ENSG00000116819,-0.30268551260094395
GRCh38_ENSG00000126067,-1.239098908661309
GRCh38_ENSG00000142686,-0.21615718144789692
GRCh38_ENSG00000092853,7.602518157238677
GRCh38_ENSG00000134698,-0.12464253394100518
GRCh38_ENSG00000092847,-0.7755519043160942
GRCh38_ENSG00000271914,0.3375399520559086
GRCh38_ENSG00000126070,2.3230020505777587
GRCh38_ENSG00000116863,-0.36408549676532886
GRCh38_ENSG00000171812,-1.8761144492461348
GRCh38_ENSG00000054116,-0.7328802880416033
GRCh38_ENSG00000116871,0.02521812435660081
GRCh38_ENSG00000054118,-0.265650128021282
GRCh38_ENSG00000142694,22.765249736656195
GRCh38_ENSG00000116883,nan
GRCh38_ENSG00000196182,-1.4283846191089666
GRCh38_ENSG00000181817,-1.3737376975877233
GRCh38_ENSG00000116885,1.4536942477447532
GRCh38_ENSG00000116898,-1.8784397385380323
GRCh38_ENSG00000119535,7.80598150682326
GRCh38_ENSG00000233621,3.590210780458204
GRCh38_ENSG00000163874,11.458038773852364
GRCh38_ENSG00000163875,-1.207954108880899
GRCh38_ENSG00000163877,-0.6588662457032417
GRCh38_ENSG00000134697,-0.6061242403654049
GRCh38_ENSG00000116922,0.7512514489822825
GRCh38_ENSG00000134690,-2.0327039361333323
GRCh38_ENSG00000185090,1.2043486821247495
GRCh38_ENSG00000196449,0.2878081107037211
GRCh38_ENSG00000197982,-1.3809733559233606
GRCh38_ENSG00000188786,-0.5759318288795365
GRCh38_ENSG00000230955,nan
GRCh38_ENSG00000204084,0.586394663959279
GRCh38_ENSG00000183431,-1.4074541273234473
GRCh38_ENSG00000183386,0.9904190535112206
GRCh38_ENSG00000183520,-1.1846504340764314
GRCh38_ENSG00000185668,7.974501865607759
GRCh38_ENSG00000238063,1.4460944613033553
GRCh38_ENSG00000116954,-0.40159187384323036
GRCh38_ENSG00000228436,3.239547593011198
GRCh38_ENSG00000214114,-2.2667897140654767
GRCh38_ENSG00000174574,-0.630514584947901
GRCh38_ENSG00000168653,-0.641258888267866
GRCh38_ENSG00000127603,3.512337446489917
GRCh38_ENSG00000090621,-0.7651492135972592
GRCh38_ENSG00000116983,0.9487671947482716
GRCh38_ENSG00000084072,-0.12146298222783071
GRCh38_ENSG00000116985,-2.695165383744666
GRCh38_ENSG00000198754,-4.949781112944809
GRCh38_ENSG00000261798,nan
GRCh38_ENSG00000284719,-0.8467270332336265
GRCh38_ENSG00000284678,nan
GRCh38_ENSG00000043514,2.7349701293218476
GRCh38_ENSG00000116990,-1.2200233542975354
GRCh38_ENSG00000236546,nan
GRCh38_ENSG00000168389,-0.8114805035524231
GRCh38_ENSG00000131236,-0.2796157471042136
GRCh38_ENSG00000131238,3.418602710102211
GRCh38_ENSG00000117000,3.7344418439583533
GRCh38_ENSG00000188800,nan
GRCh38_ENSG00000259943,1.23743098578038
GRCh38_ENSG00000084073,-0.23554544807600075
GRCh38_ENSG00000049089,-1.442508554674399
GRCh38_ENSG00000084070,0.5851683176364272
GRCh38_ENSG00000187801,-0.001419685344651006
GRCh38_ENSG00000187815,-0.8837253034040626
GRCh38_ENSG00000164002,-1.15133402594744
GRCh38_ENSG00000117010,-0.08502570169307015
GRCh38_ENSG00000117016,-1.142790225425551
GRCh38_ENSG00000272145,-0.2106351549001387
GRCh38_ENSG00000066136,-0.542953320142789
GRCh38_ENSG00000117013,nan
GRCh38_ENSG00000179862,-0.1966379111758321
GRCh38_ENSG00000171793,0.38675466115557616
GRCh38_ENSG00000281207,-0.6180275639760009
GRCh38_ENSG00000010803,-1.2243321446271749
GRCh38_ENSG00000127124,9.878274610095136
GRCh38_ENSG00000198815,-0.2597780656522279
GRCh38_ENSG00000066185,-0.8804618822635818
GRCh38_ENSG00000127125,-1.0312536867883817
GRCh38_ENSG00000186409,-0.06093898884147301
GRCh38_ENSG00000171960,3.11643407034365
GRCh38_ENSG00000234917,nan
GRCh38_ENSG00000065978,-1.0001489558011192
GRCh38_ENSG00000117385,-0.4183860887840445
GRCh38_ENSG00000164008,-0.5001552158322291
GRCh38_ENSG00000274386,nan
GRCh38_ENSG00000177868,-0.4334033138124272
GRCh38_ENSG00000164010,-1.5352164926166072
GRCh38_ENSG00000228192,-0.7418955832483978
GRCh38_ENSG00000164011,-0.8700819608282665
GRCh38_ENSG00000117394,1.1374926054873964
GRCh38_ENSG00000227533,18.20816031154509
GRCh38_ENSG00000117395,-2.168155713887946
GRCh38_ENSG00000243710,nan
GRCh38_ENSG00000179178,nan
GRCh38_ENSG00000066056,0.38292371286636256
GRCh38_ENSG00000234694,-1.3101314062069118
GRCh38_ENSG00000117399,1.6325845208177434
GRCh38_ENSG00000066322,-1.0047033554147329
GRCh38_ENSG00000159479,-1.5168395240385988
GRCh38_ENSG00000198198,2.6405208031639886
GRCh38_ENSG00000178922,3.136799709337253
GRCh38_ENSG00000142949,-0.3935470195324132
GRCh38_ENSG00000066135,0.22293102305606474
GRCh38_ENSG00000236200,2.234356044003547
GRCh38_ENSG00000126091,-0.07477808127542908
GRCh38_ENSG00000237950,nan
GRCh38_ENSG00000117408,4.060462317870328
GRCh38_ENSG00000132768,-1.248515244753732
GRCh38_ENSG00000117410,1.1928699698677594
GRCh38_ENSG00000117411,-1.732469153426443
GRCh38_ENSG00000159214,0.47214264349055857
GRCh38_ENSG00000230615,nan
GRCh38_ENSG00000178028,3.5789910932181375
GRCh38_ENSG00000117419,-0.19956156117902665
GRCh38_ENSG00000187147,0.019600429059006514
GRCh38_ENSG00000126106,0.3226388978172879
GRCh38_ENSG00000198520,1.708997646471181
GRCh38_ENSG00000142945,-2.2795595302847422
GRCh38_ENSG00000225721,0.7884950075909285
GRCh38_ENSG00000142937,-0.6587684120913838
GRCh38_ENSG00000142959,0.5938399595121583
GRCh38_ENSG00000173846,-0.03731415774024681
GRCh38_ENSG00000188396,-0.31458438115179976
GRCh38_ENSG00000222009,-1.7638212733157665
GRCh38_ENSG00000117425,3.9129131119575176
GRCh38_ENSG00000070785,-0.9915656090213111
GRCh38_ENSG00000126107,-0.5573157948898264
GRCh38_ENSG00000126088,-0.9628992935653014
GRCh38_ENSG00000162415,nan
GRCh38_ENSG00000281912,0.2403533578171708
GRCh38_ENSG00000186603,-0.209899653760488
GRCh38_ENSG00000132781,-0.5979747958964365
