Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
GRCh38_ENSG00000187583,GRCh38_PLEKHN1,0.0038774126481783537,0.09752119555365013,1.0,0.003332081764354189,-0.011708938194153973,1.0,0.0,3.417802549058705,1.0
GRCh38_ENSG00000272512,GRCh38_AL645608.8,0.0012924708827261179,-2.776947922362491,0.017377922992178153,0.016660408821770945,2.8627601797219873,0.008249509187132836,0.0,2.417802549058705,1.0
GRCh38_ENSG00000188290,GRCh38_HES4,0.00646235441363059,-4.721238489776203,7.124628615097173e-19,0.20825511027213683,4.573253562527002,8.215521741623296e-19,0.048918274570197394,-0.030657951757588453,1.0
GRCh38_ENSG00000187608,GRCh38_ISG15,0.5505925960413263,0.28614963567437124,0.4702119216772531,0.4648254061274094,-0.20885540837149108,0.6486791948504967,0.048918274570197394,-2.4607593234913185,1.0
GRCh38_ENSG00000224969,GRCh38_AL645608.2,0.0,-1.3175163037251938,0.6611122223003871,0.0016660408821770945,1.40332856108469,0.6486791948504967,0.0,5.002765049779861,1.0
GRCh38_ENSG00000188157,GRCh38_AGRN,0.00646235441363059,-0.5399087250616414,0.7649475760794867,0.009996245293062568,0.6257209824211376,0.7596310124063032,0.0,2.417802549058705,1.0
GRCh38_ENSG00000237330,GRCh38_RNF223,0.0012924708827261179,0.6824836962748062,1.0,0.0,-0.59667143891531,1.0,0.0,5.002765049779861,1.0
GRCh38_ENSG00000131591,GRCh38_C1orf159,0.020679534123617886,-0.477980975918439,0.6611122223003871,0.0299887358791877,0.5637932332779352,0.5679598828150031,0.0,0.8734820328348958,1.0
GRCh38_ENSG00000223823,GRCh38_LINC01342,0.0038774126481783537,1.6824836962748062,0.4702119216772531,0.0,-1.59667143891531,0.47879499346254434,0.0,4.002765049779861,1.0
GRCh38_ENSG00000162571,GRCh38_TTLL10,0.0012924708827261179,0.6824836962748062,1.0,0.0,-0.59667143891531,1.0,0.0,5.002765049779861,1.0
GRCh38_ENSG00000186891,GRCh38_TNFRSF18,0.0646235441363059,3.354909038246302,5.8474099356084435e-06,0.003332081764354189,-3.712148656335246,2.218166812343131e-06,0.048918274570197394,1.2748445952166625,1.0
GRCh38_ENSG00000186827,GRCh38_TNFRSF4,0.10598261238354167,4.057523127621732,2.580318088779368e-10,0.0016660408821770945,-5.006062375053012,5.774279187004358e-12,0.09783654914039479,1.195410127722258,1.0
GRCh38_ENSG00000078808,GRCh38_SDF4,0.3657692598114914,0.38928731993076027,0.2761885040150894,0.28322694997010606,-0.3437258507051002,0.35745054727310804,0.14675482371059217,-0.8237834375110531,1.0
GRCh38_ENSG00000176022,GRCh38_B3GALT6,0.1008127288526372,0.03206813406503439,1.0,0.09996245293062568,0.012137803760213117,1.0,0.048918274570197394,-0.11617602294364548,1.0
GRCh38_ENSG00000184163,GRCh38_C1QTNF12,0.007754825296356707,0.1679105234450491,1.0,0.004998122646531284,-0.59667143891531,0.8141729894766108,0.048918274570197394,3.6808369548924995,1.0
GRCh38_ENSG00000260179,GRCh38_AL162741.1,0.0012924708827261179,0.6824836962748062,1.0,0.0,-0.59667143891531,1.0,0.0,5.002765049779861,1.0
GRCh38_ENSG00000160087,GRCh38_UBE2J2,0.27271135625521087,0.0884760559506439,0.933294358478222,0.2532382140909184,-0.11407065582383225,0.8747702752876296,0.3424279219913817,0.4949704095811658,1.0
GRCh38_ENSG00000230415,GRCh38_LINC01786,0.0025849417654522358,-0.3175163037251938,1.0,0.003332081764354189,0.40332856108468995,1.0,0.0,3.6808369548924995,1.0
GRCh38_ENSG00000162572,GRCh38_SCNN1D,0.0051698835309044715,-0.8029431308954349,0.6084390931735867,0.009996245293062568,0.8887553882549311,0.5935194101733359,0.0,2.543333431142565,1.0
GRCh38_ENSG00000131584,GRCh38_ACAP3,0.10727508326626779,-0.7453778433616205,0.034415832949569826,0.17660033351077203,0.6529424511561617,0.07869080165566333,0.29350964742118435,1.2402643635065183,1.0
GRCh38_ENSG00000169972,GRCh38_PUSL1,0.04911389354359248,-0.45837883956504255,0.4691025615100999,0.06997371705143797,0.5441910969245392,0.32324515235338136,0.0,-0.33708495310476305,1.0
GRCh38_ENSG00000127054,GRCh38_INTS11,0.29080594861337655,0.3128380998099769,0.4436734349974878,0.22991364174043905,-0.3419165108460831,0.39028560881846436,0.3424279219913817,0.4949704095811658,1.0
GRCh38_ENSG00000224051,GRCh38_CPTP,0.09047296179082825,1.3086688597224763,0.0037604372952999726,0.034986858525718985,-1.3071648217203253,0.004769643172338964,0.048918274570197394,0.4792030937228491,1.0
GRCh38_ENSG00000169962,GRCh38_TAS1R3,0.0038774126481783537,1.6824836962748062,0.4702119216772531,0.0,-1.59667143891531,0.47879499346254434,0.0,4.002765049779861,1.0
GRCh38_ENSG00000107404,GRCh38_DVL1,0.06720848590175814,0.7099644326969141,0.29678635150819654,0.03998498117225027,-0.7077027513040544,0.3002353238307357,0.048918274570197394,0.7359785090849602,1.0
GRCh38_ENSG00000162576,GRCh38_MXRA8,0.0051698835309044715,2.004411791162169,0.29678635150819654,0.0,-1.9185995338026727,0.3072867639839617,0.0,3.6808369548924995,1.0
GRCh38_ENSG00000175756,GRCh38_AURKAIP1,0.5609323631031352,-0.22152969725534954,0.5594481699339315,0.6714144755173691,0.2867529842353108,0.39804493168897354,0.14675482371059217,-1.70804138391949,1.0
GRCh38_ENSG00000221978,GRCh38_CCNL2,0.27012641448975866,-0.22532260551544692,0.6289440074592674,0.3098836040849396,0.16886330744766664,0.7190741599920615,0.4891827457019739,0.8328400483375498,1.0
GRCh38_ENSG00000242485,GRCh38_MRPL20,0.6178010819430844,-0.3295138368247862,0.29984228571345034,0.7980335825628283,0.39732982046324655,0.18891321971316596,0.14675482371059217,-1.9011167959563184,1.0
GRCh38_ENSG00000272455,GRCh38_AL391244.3,0.0025849417654522358,0.2674461969959623,1.0,0.0016660408821770945,-0.18163393963646612,1.0,0.0,4.002765049779861,1.0
GRCh38_ENSG00000235098,GRCh38_ANKRD65,0.0025849417654522358,-1.0544818978913995,0.6611122223003871,0.006664163528708378,1.1402941552508956,0.6486791948504967,0.0,3.1954101277222575,1.0
GRCh38_ENSG00000215915,GRCh38_ATAD3C,0.015509650592713415,1.060995319528537,0.3188457384749506,0.006664163528708378,-0.97518306216904,0.43137984779258265,0.0,1.9153022085295222,1.0
GRCh38_ENSG00000160072,GRCh38_ATAD3B,0.0646235441363059,0.22562602130133547,0.7816034756892474,0.05497934911184412,-0.20964831580606313,0.7814099783035663,0.048918274570197394,0.6104476270011014,1.0
GRCh38_ENSG00000197785,GRCh38_ATAD3A,0.06720848590175814,0.1250019319757576,0.9643586666517128,0.0633095535227296,-0.039189674616260994,1.0,0.0,-0.5050295904188347,1.0
GRCh38_ENSG00000205090,GRCh38_TMEM240,0.0051698835309044715,2.004411791162169,0.29678635150819654,0.0,-1.9185995338026727,0.3072867639839617,0.0,3.6808369548924995,1.0
GRCh38_ENSG00000160075,GRCh38_SSU72,0.8814651420192124,0.14402915417802206,0.730265666299547,0.8030317052093596,-0.12373555592826552,0.7951999280643914,0.6359375694125661,-0.37599426770417643,1.0
GRCh38_ENSG00000215014,GRCh38_AL645728.1,0.12149226297625508,0.7287773485487419,0.09775874145775494,0.06830767616926088,-0.8337106362161597,0.04687595426782877,0.19567309828078958,1.2372303034168852,1.0
GRCh38_ENSG00000228594,GRCh38_FNDC10,0.021972005006344004,-0.6711532583398938,0.3752762450510446,0.03665289940789608,0.7569655156993909,0.30465875782391094,0.0,0.6808369548924995,1.0
GRCh38_ENSG00000272106,GRCh38_AL691432.2,0.0361891847163313,-0.044497809318777115,1.0,0.03665289940789608,0.019999921533184306,1.0,0.048918274570197394,1.330339707808366,1.0
GRCh38_ENSG00000197530,GRCh38_MIB2,0.23393722977342735,1.2360820260866276,0.00014986545495480433,0.09996245293062568,-1.1816339396364666,0.00035703587870475714,0.048918274570197394,-0.9160981874947329,1.0
GRCh38_ENSG00000189409,GRCh38_MMP23B,0.06203860237085366,2.489838618332411,0.00011222842329062873,0.008330204410885472,-2.655565127968879,5.912075976818309e-05,0.048918274570197394,1.247877547616393,1.0
GRCh38_ENSG00000248333,GRCh38_CDK11B,0.15380403504440804,0.32258775118842387,0.5614340909845912,0.11828890263457371,-0.3925307221350849,0.4595916209092686,0.24459137285098695,1.0102987224652693,1.0
GRCh38_ENSG00000272004,GRCh38_FO704657.1,0.0025849417654522358,-1.0544818978913995,0.6611122223003871,0.006664163528708378,1.1402941552508956,0.6486791948504967,0.0,3.1954101277222575,1.0
GRCh38_ENSG00000189339,GRCh38_SLC35E2B,0.15509650592713414,0.8464594313859326,0.024626170323184916,0.08496808499103183,-0.8387462261134577,0.028037688832323215,0.09783654914039479,0.1614627957989203,1.0
GRCh38_ENSG00000008128,GRCh38_CDK11A,0.2455694677179624,0.9745103054483071,0.002887081029554155,0.123287025281105,-0.9677655906065574,0.003178227495417743,0.14675482371059217,-0.04708349967069969,1.0
GRCh38_ENSG00000215790,GRCh38_SLC35E2A,0.12536967562443344,0.9048761176112543,0.040121269063427785,0.0633095535227296,-0.9694807028048564,0.028551986362807823,0.14675482371059217,0.9153022085295226,1.0
GRCh38_ENSG00000008130,GRCh38_NADK,0.19904051593982217,-1.7761015186767937,4.737748830440984e-12,0.704735293160911,1.836628266756262,6.562073730533013e-13,0.09783654914039479,-1.5871981319996604,1.0
GRCh38_ENSG00000078369,GRCh38_GNB1,0.5945366060540143,-1.125318226573636,6.225512044211579e-06,1.3245025013307903,1.157310132266497,2.9023726909725283e-06,0.5381010202721713,-0.7068931983906088,1.0
GRCh38_ENSG00000231050,GRCh38_AL109917.1,0.0025849417654522358,0.2674461969959623,1.0,0.0016660408821770945,-0.18163393963646612,1.0,0.0,4.002765049779861,1.0
GRCh38_ENSG00000178821,GRCh38_TMEM52,0.0012924708827261179,-0.3175163037251938,1.0,0.0016660408821770945,0.40332856108468995,1.0,0.0,4.417802549058705,1.0
GRCh38_ENSG00000142609,GRCh38_CFAP74,0.0025849417654522358,0.2674461969959623,1.0,0.0016660408821770945,-0.18163393963646612,1.0,0.0,4.002765049779861,1.0
GRCh38_ENSG00000187730,GRCh38_GABRD,0.0025849417654522358,-0.7325538030040377,0.7558395424758192,0.0,-2.181633939636466,0.5801656225984159,0.14675482371059217,6.417802549058705,0.3515812941285437
GRCh38_ENSG00000067606,GRCh38_PRKCZ,0.05299130619177084,1.4898386183324108,0.016922447071574247,0.016660408821770945,-1.5635045749801106,0.011820066669901898,0.048918274570197394,1.3023253316387695,1.0
GRCh38_ENSG00000271806,GRCh38_AL590822.2,0.015509650592713415,1.7979609136947428,0.10049147275620171,0.003332081764354189,-1.7121486563352457,0.10713566174865652,0.0,2.0958744541713434,1.0
GRCh38_ENSG00000162585,GRCh38_FAAP20,0.44331751277505843,-0.030802901421888684,1.0,0.46315936524523227,0.0886580203356162,0.8938767427378775,0.14675482371059217,-1.2780057203507407,1.0
GRCh38_ENSG00000157933,GRCh38_SKI,0.1227847338589812,0.22305207763750934,0.7144345964186242,0.09663037116627149,-0.40052891673668745,0.4715457287090193,0.3424279219913817,1.7359785090849604,1.0
GRCh38_ENSG00000116151,GRCh38_MORN1,0.019387063240891768,0.6824836962748062,0.5375606190265347,0.008330204410885472,-1.1816339396364661,0.23155148452286492,0.09783654914039479,3.195410127722258,1.0
GRCh38_ENSG00000157916,GRCh38_RER1,0.49243140631865095,-0.514874535290618,0.07006553881755699,0.721395701982682,0.5724227562610884,0.03990258750108896,0.19567309828078958,-1.3459631044512155,1.0
GRCh38_ENSG00000157911,GRCh38_PEX10,0.05686871883994919,0.7149051739671837,0.2374608812014362,0.034986858525718985,-0.6290929166076875,0.3288197465812417,0.0,-0.04162906957859125,1.0
GRCh38_ENSG00000149527,GRCh38_PLCH2,0.04523648089541413,2.8524086977171184,0.0008890432892235075,0.0,-4.882073657777559,3.1133531764434985e-06,0.14675482371059217,2.832840048337549,1.0
GRCh38_ENSG00000224387,GRCh38_AL139246.1,0.0,-1.3175163037251938,0.6611122223003871,0.0016660408821770945,1.40332856108469,0.6486791948504967,0.0,5.002765049779861,1.0
GRCh38_ENSG00000157881,GRCh38_PANK4,0.08142566561174543,0.6380895769163528,0.21193878082307152,0.053313308229667025,-0.5522773195568567,0.3115175557093047,0.0,-0.5821974509412944,1.0
GRCh38_ENSG00000272449,GRCh38_AL139246.5,0.15509650592713414,0.14191531491210396,0.8668793788632673,0.13828139322069885,-0.17013830079863723,0.8109854014434348,0.19567309828078958,0.6522678026957287,1.0
GRCh38_ENSG00000238164,GRCh38_TNFRSF14-AS1,0.05686871883994919,1.0044117911621688,0.07096719853260132,0.023324572350479324,-1.2747433440279474,0.022169908097609943,0.14675482371059217,2.1201220004180206,1.0
GRCh38_ENSG00000157873,GRCh38_TNFRSF14,0.6850095678448425,0.40413486896434336,0.19973754394355125,0.5214707961214307,-0.376192152776189,0.2472079916060624,0.39134619656157915,-0.5484091374850106,1.0
GRCh38_ENSG00000228037,GRCh38_AL139246.3,0.011632237944535061,1.4194492904410128,0.29678635150819654,0.003332081764354189,-1.3336370330815166,0.3069130722201897,0.0,2.417802549058705,1.0
GRCh38_ENSG00000157870,GRCh38_FAM213B,0.06720848590175814,1.0884760559506441,0.03377901597001444,0.0316547767613648,-1.0026637985911475,0.05515521211142559,0.0,-0.1671599516624509,1.0
GRCh38_ENSG00000142606,GRCh38_MMEL1,0.0025849417654522358,-1.5399087250616414,0.3311776320267712,0.009996245293062568,1.6257209824211376,0.21113398397469904,0.0,2.832840048337549,1.0
GRCh38_ENSG00000215912,GRCh38_TTC34,0.01292470882726118,-0.6654396071455002,0.6364899211755272,0.016660408821770945,0.055405257664383534,1.0,0.14675482371059217,3.6104476270011014,0.7910346674264369
GRCh38_ENSG00000177133,GRCh38_LINC00982,0.0012924708827261179,0.6824836962748062,1.0,0.0,-0.59667143891531,1.0,0.0,5.002765049779861,1.0
GRCh38_ENSG00000162591,GRCh38_MEGF6,0.02972683030270071,0.6824836962748062,0.3992800391703077,0.01832644970394804,-0.59667143891531,0.47879499346254434,0.0,0.8734820328348958,1.0
GRCh38_ENSG00000238260,GRCh38_AL513320.1,0.0038774126481783537,0.6824836962748062,0.8708883491810726,0.0,-1.9185995338026727,0.39269374292355785,0.048918274570197394,5.002765049779861,1.0
GRCh38_ENSG00000158109,GRCh38_TPRG1L,0.16802121475439533,0.48708800731637636,0.23380337941459903,0.1216209843989279,-0.43161219264481376,0.31489686712321846,0.048918274570197394,-0.6696602921916339,1.0
GRCh38_ENSG00000116213,GRCh38_WRAP73,0.13570944268624238,-0.049027467799291014,1.0,0.14327951586723014,0.1048050705322705,0.9005994482420614,0.048918274570197394,-0.5821974509412944,1.0
GRCh38_ENSG00000162592,GRCh38_CCDC27,0.0,-1.3175163037251938,0.6611122223003871,0.0016660408821770945,1.40332856108469,0.6486791948504967,0.0,5.002765049779861,1.0
GRCh38_ENSG00000235169,GRCh38_SMIM1,0.015509650592713415,0.5755684923582951,0.7058219378927658,0.008330204410885472,-0.8190638602517577,0.4785573508352318,0.048918274570197394,2.832840048337549,1.0
GRCh38_ENSG00000130764,GRCh38_LRRC47,0.16414380210621698,-0.45706765612398703,0.21395399869807508,0.22658155997608487,0.4569665246867629,0.21155296656124198,0.19567309828078958,0.28029902530877093,1.0
GRCh38_ENSG00000116198,GRCh38_CEP104,0.10469014150081556,-0.20789181255069522,0.7058219378927658,0.1249530661632821,0.2937040699101914,0.6024890155683381,0.0,-1.2918556991117653,1.0
GRCh38_ENSG00000169598,GRCh38_DFFB,0.04135906824723577,-0.13110317949431227,0.9891490883209237,0.04498310381878155,0.1232206418919537,0.9948163378117937,0.048918274570197394,1.0958744541713434,1.0
GRCh38_ENSG00000198912,GRCh38_C1orf174,0.1731910982852998,0.058859575184545765,1.0,0.16327200645335527,-0.09659783578066738,0.9368426350013197,0.24459137285098695,0.7235414058467378,1.0
GRCh38_ENSG00000236423,GRCh38_LINC01134,0.0012924708827261179,-0.9024788044463499,0.7865160585173303,0.003332081764354189,0.988291061805846,0.7814099783035663,0.0,4.002765049779861,1.0
GRCh38_ENSG00000284703,GRCh38_AL805961.2,0.0025849417654522358,1.2674461969959623,0.7058219378927658,0.0,-1.1816339396364661,0.7149547411570975,0.0,4.417802549058705,1.0
GRCh38_ENSG00000196581,GRCh38_AJAP1,0.0038774126481783537,1.6824836962748062,0.4702119216772531,0.0,-1.59667143891531,0.47879499346254434,0.0,4.002765049779861,1.0
GRCh38_ENSG00000236948,GRCh38_AL365255.1,0.0038774126481783537,1.6824836962748062,0.5359874543433317,0.0,-1.59667143891531,0.5427367755292817,0.0,4.002765049779861,1.0
GRCh38_ENSG00000131697,GRCh38_NPHP4,0.01292470882726118,-1.4430471858090526,0.03008536463440493,0.03831894029007318,1.5288594431685487,0.01889923670952004,0.0,0.9153022085295222,1.0
GRCh38_ENSG00000069424,GRCh38_KCNAB2,0.2455694677179624,-0.8999588124678337,0.0012405331745071596,0.46315936524523227,0.8980932528342678,0.0011817842091977424,0.3424279219913817,0.12932093726448546,1.0
GRCh38_ENSG00000116254,GRCh38_CHD5,0.0,-1.3175163037251938,0.6611122223003871,0.0016660408821770945,1.40332856108469,0.6486791948504967,0.0,5.002765049779861,1.0
GRCh38_ENSG00000116251,GRCh38_RPL22,15.398498096798969,0.6427164598526525,0.009814575691781749,10.174511667455517,-0.5626144396448267,0.028966887804205026,0.7826923931231583,-4.0472436123217586,0.9141660252716904
GRCh38_ENSG00000226944,GRCh38_AL031847.1,0.0012924708827261179,0.6824836962748062,1.0,0.0,-0.59667143891531,1.0,0.0,5.002765049779861,1.0
GRCh38_ENSG00000158286,GRCh38_RNF207,0.011632237944535061,1.0044117911621688,0.4702119216772531,0.004998122646531284,-0.9185995338026727,0.47879499346254434,0.0,2.3023253316387695,1.0
GRCh38_ENSG00000116237,GRCh38_ICMT,0.06203860237085366,-0.4307269141731842,0.41953331691307477,0.08496808499103183,0.4599120894510573,0.37394535712060833,0.048918274570197394,0.3589088600051369,1.0
GRCh38_ENSG00000158292,GRCh38_GPR153,0.0,-2.317516303725194,0.21395399869807508,0.004998122646531284,2.40332856108469,0.19871345514804925,0.0,4.002765049779861,1.0
GRCh38_ENSG00000097021,GRCh38_ACOT7,0.046528951778140246,0.8044742206534172,0.1986199877961243,0.023324572350479324,-0.97518306216904,0.12204383075775115,0.09783654914039479,1.9153022085295226,1.0
GRCh38_ENSG00000271746,GRCh38_AL031848.2,0.011632237944535061,1.4194492904410128,0.29678635150819654,0.003332081764354189,-1.3336370330815166,0.3069130722201897,0.0,2.417802549058705,1.0
GRCh38_ENSG00000069812,GRCh38_HES2,0.0025849417654522358,-0.3175163037251938,1.0,0.003332081764354189,0.40332856108468995,1.0,0.0,3.6808369548924995,1.0
GRCh38_ENSG00000187017,GRCh38_ESPN,0.0025849417654522358,1.2674461969959623,0.7058219378927658,0.0,-1.1816339396364661,0.7149547411570975,0.0,4.417802549058705,1.0
GRCh38_ENSG00000215788,GRCh38_TNFRSF25,0.35413702186695634,4.615846503244516,1.002347027478547e-24,0.003332081764354189,-6.146135258415081,1.8826796859991902e-29,0.29350964742118435,0.6963778057882781,1.0
GRCh38_ENSG00000171680,GRCh38_PLEKHG5,0.011632237944535061,3.004411791162169,0.024626170323184916,0.0,-2.9185995338026727,0.04952583197654554,0.0,2.6808369548924995,1.0
GRCh38_ENSG00000162408,GRCh38_NOL9,0.14604920974805133,0.4279108691892093,0.32735909557884957,0.10829265734151115,-0.41025831468442897,0.37564503223927104,0.09783654914039479,0.10391177323676182,1.0
GRCh38_ENSG00000204859,GRCh38_ZBTB48,0.07884072384629319,-0.11820749550178666,0.9399750870416387,0.08830016675538602,0.20401975286128282,0.7492669196408158,0.0,-0.8427250011645135,1.0
GRCh38_ENSG00000162413,GRCh38_KLHL21,0.04911389354359248,-0.7325538030040368,0.13450495416997874,0.08496808499103183,0.8183660603635334,0.07693592444678916,0.0,-0.48908804654981264,1.0
GRCh38_ENSG00000116273,GRCh38_PHF13,0.016802121475439535,0.030406999695113512,1.0,0.016660408821770945,0.055405257664383534,1.0,0.0,1.4178025490587052,1.0
GRCh38_ENSG00000041988,GRCh38_THAP3,0.06850095678448426,0.6300162763806716,0.24316904413391136,0.04498310381878155,-0.544204019021175,0.3692844271980179,0.0,-0.33708495310476305,1.0
GRCh38_ENSG00000007923,GRCh38_DNAJC11,0.06074613148812754,0.01951868355237707,1.0,0.0616435126405525,0.06629357380711909,1.0,0.0,-0.4066258863578396,1.0
GRCh38_ENSG00000284744,GRCh38_AL591163.1,0.0025849417654522358,1.2674461969959623,0.7058219378927658,0.0,-1.1816339396364661,0.7149547411570975,0.0,4.417802549058705,1.0
GRCh38_ENSG00000237436,GRCh38_CAMTA1-DT,0.0038774126481783537,-0.3175163037251938,1.0,0.004998122646531284,0.40332856108468995,1.0,0.0,3.1954101277222575,1.0
GRCh38_ENSG00000171735,GRCh38_CAMTA1,0.2895134777306504,-0.46951939717024316,0.18808094130794376,0.3998498117225027,0.44585317773124666,0.21876883836612016,0.4402644711317765,0.4636062386718307,1.0
GRCh38_ENSG00000269978,GRCh38_AL359881.1,0.0012924708827261179,0.6824836962748062,1.0,0.0,-0.59667143891531,1.0,0.0,5.002765049779861,1.0
GRCh38_ENSG00000049245,GRCh38_VAMP3,0.1150299085626245,-1.9855345441739076,8.257618538845647e-13,0.47315561053829486,2.0503520299380975,1.0761342087314656e-13,0.048918274570197394,-1.5441294101077747,1.0
GRCh38_ENSG00000049246,GRCh38_PER3,0.02455694677179624,-0.6394443986125555,0.4067889658870274,0.03998498117225027,0.7252566559720517,0.2816445751736375,0.0,0.5433334311425648,1.0
GRCh38_ENSG00000236266,GRCh38_Z98884.1,0.0025849417654522358,-0.3175163037251938,1.0,0.003332081764354189,0.40332856108468995,1.0,0.0,3.6808369548924995,1.0
GRCh38_ENSG00000049247,GRCh38_UTS2,0.0051698835309044715,2.004411791162169,0.29678635150819654,0.0,-1.9185995338026727,0.3072867639839617,0.0,3.6808369548924995,1.0
GRCh38_ENSG00000049249,GRCh38_TNFRSF9,0.009047296179082825,-0.6394443986125555,0.7368106680867896,0.013328327057416756,0.40332856108468995,0.8718760676529618,0.048918274570197394,3.002765049779862,1.0
GRCh38_ENSG00000116288,GRCh38_PARK7,1.499266223962297,-0.3187584002641557,0.29678635150819654,1.9109488918571276,0.3697904463080154,0.20286379224565979,0.6848558439827634,-1.262771863257102,1.0
GRCh38_ENSG00000284747,GRCh38_AL034417.4,0.00646235441363059,0.6824836962748062,0.7008801062743031,0.003332081764354189,-0.59667143891531,0.896747096382137,0.0,3.002765049779862,1.0
GRCh38_ENSG00000284716,GRCh38_AL034417.3,0.0012924708827261179,0.6824836962748062,1.0,0.0,-0.59667143891531,1.0,0.0,5.002765049779861,1.0
GRCh38_ENSG00000116285,GRCh38_ERRFI1,0.0012924708827261179,-0.3175163037251938,1.0,0.0016660408821770945,0.40332856108468995,1.0,0.0,4.417802549058705,1.0
GRCh38_ENSG00000162426,GRCh38_SLC45A1,0.0025849417654522358,1.2674461969959623,0.7058219378927658,0.0,-1.1816339396364661,0.7149547411570975,0.0,4.417802549058705,1.0
GRCh38_ENSG00000142599,GRCh38_RERE,0.23393722977342735,-0.32542150181053975,0.391239090883508,0.2982213179096999,0.363800196898052,0.3255239925725293,0.14675482371059217,-0.4930899771073092,1.0
GRCh38_ENSG00000232912,GRCh38_AL096855.1,0.0012924708827261179,-1.6394443986125555,0.37319971342739944,0.006664163528708378,1.7252566559720517,0.36434753079098176,0.0,3.417802549058705,1.0
GRCh38_ENSG00000074800,GRCh38_ENO1,1.7874872308102212,-0.7385352421157345,0.0023736756100600927,3.0571850187949687,0.7934376640676796,0.0009616083729980327,0.8316106676933557,-1.4797068102555038,1.0
GRCh38_ENSG00000230679,GRCh38_ENO1-AS1,0.016802121475439535,1.4898386183324108,0.25805576017399207,0.003332081764354189,-1.9185995338026727,0.1729937758272994,0.048918274570197394,3.002765049779862,1.0
GRCh38_ENSG00000131686,GRCh38_CA6,0.0051698835309044715,2.004411791162169,0.29678635150819654,0.0,-1.9185995338026727,0.3072867639839617,0.0,3.6808369548924995,1.0
GRCh38_ENSG00000142583,GRCh38_SLC2A5,0.0038774126481783537,0.09752119555365013,1.0,0.0016660408821770945,-0.9185995338026727,0.6486791948504967,0.048918274570197394,4.6808369548924995,1.0
GRCh38_ENSG00000180758,GRCh38_GPR157,0.028434359419974596,0.39869073027421553,0.6611122223003871,0.02165853146830223,-0.3128784729147194,0.8345975476951112,0.0,0.8328400483375491,1.0
GRCh38_ENSG00000228526,GRCh38_MIR34AHG,0.0012924708827261179,-0.3175163037251938,1.0,0.0016660408821770945,0.40332856108468995,1.0,0.0,4.417802549058705,1.0
GRCh38_ENSG00000049239,GRCh38_H6PD,0.10986002503172003,-0.8337660543623349,0.013994340740368495,0.20159094674342845,0.8911224027988474,0.008646844197084254,0.048918274570197394,-0.6907219077194635,1.0
GRCh38_ENSG00000171621,GRCh38_SPSB1,0.011632237944535061,0.41944929044101276,0.8831073059709174,0.004998122646531284,-1.1816339396364661,0.5427367755292817,0.09783654914039479,3.887287832359926,1.0
GRCh38_ENSG00000171612,GRCh38_SLC25A33,0.0723783694326626,-0.3426072846880235,0.5551454363083923,0.09163224851974021,0.3280404337804521,0.6009996216262246,0.09783654914039479,0.780372628443414,1.0
